"Time (CET)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"22.02.2020 00:00 - 22.02.2020 00:15","53832","51398"
"22.02.2020 00:15 - 22.02.2020 00:30","52439","51141"
"22.02.2020 00:30 - 22.02.2020 00:45","51867","50393"
"22.02.2020 00:45 - 22.02.2020 01:00","51631","49807"
"22.02.2020 01:00 - 22.02.2020 01:15","49987","49305"
"22.02.2020 01:15 - 22.02.2020 01:30","49457","48530"
"22.02.2020 01:30 - 22.02.2020 01:45","49444","48266"
"22.02.2020 01:45 - 22.02.2020 02:00","48975","47765"
"22.02.2020 02:00 - 22.02.2020 02:15","48597","47516"
"22.02.2020 02:15 - 22.02.2020 02:30","48494","47247"
"22.02.2020 02:30 - 22.02.2020 02:45","48287","47559"
"22.02.2020 02:45 - 22.02.2020 03:00","48170","47255"
"22.02.2020 03:00 - 22.02.2020 03:15","48418","47366"
"22.02.2020 03:15 - 22.02.2020 03:30","48358","47441"
"22.02.2020 03:30 - 22.02.2020 03:45","47680","47569"
"22.02.2020 03:45 - 22.02.2020 04:00","47700","47482"
"22.02.2020 04:00 - 22.02.2020 04:15","48120","47648"
"22.02.2020 04:15 - 22.02.2020 04:30","48264","47982"
"22.02.2020 04:30 - 22.02.2020 04:45","47810","47797"
"22.02.2020 04:45 - 22.02.2020 05:00","47913","47715"
"22.02.2020 05:00 - 22.02.2020 05:15","48007","47978"
"22.02.2020 05:15 - 22.02.2020 05:30","47886","47710"
"22.02.2020 05:30 - 22.02.2020 05:45","47947","47968"
"22.02.2020 05:45 - 22.02.2020 06:00","48580","47552"
"22.02.2020 06:00 - 22.02.2020 06:15","49350","47958"
"22.02.2020 06:15 - 22.02.2020 06:30","49789","48360"
"22.02.2020 06:30 - 22.02.2020 06:45","50908","48850"
"22.02.2020 06:45 - 22.02.2020 07:00","50936","49561"
"22.02.2020 07:00 - 22.02.2020 07:15","52175","50692"
"22.02.2020 07:15 - 22.02.2020 07:30","52892","51396"
"22.02.2020 07:30 - 22.02.2020 07:45","54253","52010"
"22.02.2020 07:45 - 22.02.2020 08:00","56016","53185"
"22.02.2020 08:00 - 22.02.2020 08:15","55927","53981"
"22.02.2020 08:15 - 22.02.2020 08:30","56297","55099"
"22.02.2020 08:30 - 22.02.2020 08:45","57599","55853"
"22.02.2020 08:45 - 22.02.2020 09:00","58234","56651"
"22.02.2020 09:00 - 22.02.2020 09:15","58668","57454"
"22.02.2020 09:15 - 22.02.2020 09:30","60020","57910"
"22.02.2020 09:30 - 22.02.2020 09:45","60045","58743"
"22.02.2020 09:45 - 22.02.2020 10:00","60391","59037"
"22.02.2020 10:00 - 22.02.2020 10:15","60443","59224"
"22.02.2020 10:15 - 22.02.2020 10:30","60862","59489"
"22.02.2020 10:30 - 22.02.2020 10:45","61692","60051"
"22.02.2020 10:45 - 22.02.2020 11:00","61256","59942"
"22.02.2020 11:00 - 22.02.2020 11:15","61999","60819"
"22.02.2020 11:15 - 22.02.2020 11:30","62466","60827"
"22.02.2020 11:30 - 22.02.2020 11:45","62195","61233"
"22.02.2020 11:45 - 22.02.2020 12:00","62456","61050"
"22.02.2020 12:00 - 22.02.2020 12:15","61303","60838"
"22.02.2020 12:15 - 22.02.2020 12:30","61020","60415"
"22.02.2020 12:30 - 22.02.2020 12:45","60430","60186"
"22.02.2020 12:45 - 22.02.2020 13:00","60310","59999"
"22.02.2020 13:00 - 22.02.2020 13:15","59909","60027"
"22.02.2020 13:15 - 22.02.2020 13:30","59993","59483"
"22.02.2020 13:30 - 22.02.2020 13:45","58692","58554"
"22.02.2020 13:45 - 22.02.2020 14:00","58880","58061"
"22.02.2020 14:00 - 22.02.2020 14:15","58217","57876"
"22.02.2020 14:15 - 22.02.2020 14:30","57427","57610"
"22.02.2020 14:30 - 22.02.2020 14:45","57329","57124"
"22.02.2020 14:45 - 22.02.2020 15:00","56737","56715"
"22.02.2020 15:00 - 22.02.2020 15:15","57021","56814"
"22.02.2020 15:15 - 22.02.2020 15:30","56664","57109"
"22.02.2020 15:30 - 22.02.2020 15:45","57137","57293"
"22.02.2020 15:45 - 22.02.2020 16:00","56966","56482"
"22.02.2020 16:00 - 22.02.2020 16:15","56823","56470"
"22.02.2020 16:15 - 22.02.2020 16:30","56316","56181"
"22.02.2020 16:30 - 22.02.2020 16:45","58231","56223"
"22.02.2020 16:45 - 22.02.2020 17:00","57582","56241"
"22.02.2020 17:00 - 22.02.2020 17:15","58457","56659"
"22.02.2020 17:15 - 22.02.2020 17:30","58346","57272"
"22.02.2020 17:30 - 22.02.2020 17:45","59515","58369"
"22.02.2020 17:45 - 22.02.2020 18:00","60639","59799"
"22.02.2020 18:00 - 22.02.2020 18:15","62423","60669"
"22.02.2020 18:15 - 22.02.2020 18:30","64028","61055"
"22.02.2020 18:30 - 22.02.2020 18:45","63700","60702"
"22.02.2020 18:45 - 22.02.2020 19:00","62555","60566"
"22.02.2020 19:00 - 22.02.2020 19:15","62929","59694"
"22.02.2020 19:15 - 22.02.2020 19:30","61660","58916"
"22.02.2020 19:30 - 22.02.2020 19:45","61183","58396"
"22.02.2020 19:45 - 22.02.2020 20:00","61134","57442"
"22.02.2020 20:00 - 22.02.2020 20:15","59518","57104"
"22.02.2020 20:15 - 22.02.2020 20:30","57897","55937"
"22.02.2020 20:30 - 22.02.2020 20:45","57624","55090"
"22.02.2020 20:45 - 22.02.2020 21:00","56503","54517"
"22.02.2020 21:00 - 22.02.2020 21:15","55698","53795"
"22.02.2020 21:15 - 22.02.2020 21:30","54829","52816"
"22.02.2020 21:30 - 22.02.2020 21:45","54085","52422"
"22.02.2020 21:45 - 22.02.2020 22:00","54291","52095"
"22.02.2020 22:00 - 22.02.2020 22:15","54733","52480"
"22.02.2020 22:15 - 22.02.2020 22:30","54213","51918"
"22.02.2020 22:30 - 22.02.2020 22:45","54024","50751"
"22.02.2020 22:45 - 22.02.2020 23:00","52986","49693"
"22.02.2020 23:00 - 22.02.2020 23:15","51639","49024"
"22.02.2020 23:15 - 22.02.2020 23:30","51129","48595"
"22.02.2020 23:30 - 22.02.2020 23:45","50696","47930"
"22.02.2020 23:45 - 23.02.2020 00:00","49958","47387"
"23.02.2020 00:00 - 23.02.2020 00:15","48872","47859"
"23.02.2020 00:15 - 23.02.2020 00:30","47439","47096"
"23.02.2020 00:30 - 23.02.2020 00:45","46949","45657"
"23.02.2020 00:45 - 23.02.2020 01:00","46621","44956"
"23.02.2020 01:00 - 23.02.2020 01:15","45419","43846"
"23.02.2020 01:15 - 23.02.2020 01:30","45035","43556"
"23.02.2020 01:30 - 23.02.2020 01:45","44829","43396"
"23.02.2020 01:45 - 23.02.2020 02:00","44692","43352"
"23.02.2020 02:00 - 23.02.2020 02:15","44294","43467"
"23.02.2020 02:15 - 23.02.2020 02:30","44184","42596"
"23.02.2020 02:30 - 23.02.2020 02:45","43749","42212"
"23.02.2020 02:45 - 23.02.2020 03:00","43765","41907"
"23.02.2020 03:00 - 23.02.2020 03:15","44080","42047"
"23.02.2020 03:15 - 23.02.2020 03:30","44098","42162"
"23.02.2020 03:30 - 23.02.2020 03:45","43717","42131"
"23.02.2020 03:45 - 23.02.2020 04:00","43740","42001"
"23.02.2020 04:00 - 23.02.2020 04:15","44105","41856"
"23.02.2020 04:15 - 23.02.2020 04:30","44164","42039"
"23.02.2020 04:30 - 23.02.2020 04:45","43926","42321"
"23.02.2020 04:45 - 23.02.2020 05:00","44197","42059"
"23.02.2020 05:00 - 23.02.2020 05:15","44008","42370"
"23.02.2020 05:15 - 23.02.2020 05:30","43687","41697"
"23.02.2020 05:30 - 23.02.2020 05:45","43550","41573"
"23.02.2020 05:45 - 23.02.2020 06:00","43754","42362"
"23.02.2020 06:00 - 23.02.2020 06:15","44136","41978"
"23.02.2020 06:15 - 23.02.2020 06:30","44296","41639"
"23.02.2020 06:30 - 23.02.2020 06:45","45020","41741"
"23.02.2020 06:45 - 23.02.2020 07:00","45127","41868"
"23.02.2020 07:00 - 23.02.2020 07:15","45415","42776"
"23.02.2020 07:15 - 23.02.2020 07:30","45949","43112"
"23.02.2020 07:30 - 23.02.2020 07:45","47012","43267"
"23.02.2020 07:45 - 23.02.2020 08:00","48972","44196"
"23.02.2020 08:00 - 23.02.2020 08:15","48616","45081"
"23.02.2020 08:15 - 23.02.2020 08:30","49286","45960"
"23.02.2020 08:30 - 23.02.2020 08:45","50955","46669"
"23.02.2020 08:45 - 23.02.2020 09:00","51487","47872"
"23.02.2020 09:00 - 23.02.2020 09:15","52384","49452"
"23.02.2020 09:15 - 23.02.2020 09:30","53705","50276"
"23.02.2020 09:30 - 23.02.2020 09:45","54121","50928"
"23.02.2020 09:45 - 23.02.2020 10:00","54681","51451"
"23.02.2020 10:00 - 23.02.2020 10:15","54985","52699"
"23.02.2020 10:15 - 23.02.2020 10:30","55507","52998"
"23.02.2020 10:30 - 23.02.2020 10:45","56555","53681"
"23.02.2020 10:45 - 23.02.2020 11:00","56346","54759"
"23.02.2020 11:00 - 23.02.2020 11:15","57831","55796"
"23.02.2020 11:15 - 23.02.2020 11:30","58701","56801"
"23.02.2020 11:30 - 23.02.2020 11:45","58729","57103"
"23.02.2020 11:45 - 23.02.2020 12:00","59471","56952"
"23.02.2020 12:00 - 23.02.2020 12:15","58261","56487"
"23.02.2020 12:15 - 23.02.2020 12:30","57620","55787"
"23.02.2020 12:30 - 23.02.2020 12:45","56976","55111"
"23.02.2020 12:45 - 23.02.2020 13:00","56970","54627"
"23.02.2020 13:00 - 23.02.2020 13:15","56470","54695"
"23.02.2020 13:15 - 23.02.2020 13:30","56515","54318"
"23.02.2020 13:30 - 23.02.2020 13:45","54969","54335"
"23.02.2020 13:45 - 23.02.2020 14:00","54867","54005"
"23.02.2020 14:00 - 23.02.2020 14:15","54266","53818"
"23.02.2020 14:15 - 23.02.2020 14:30","53974","53316"
"23.02.2020 14:30 - 23.02.2020 14:45","53672","53059"
"23.02.2020 14:45 - 23.02.2020 15:00","53373","52597"
"23.02.2020 15:00 - 23.02.2020 15:15","53526","52407"
"23.02.2020 15:15 - 23.02.2020 15:30","52808","52177"
"23.02.2020 15:30 - 23.02.2020 15:45","52960","52495"
"23.02.2020 15:45 - 23.02.2020 16:00","52917","52303"
"23.02.2020 16:00 - 23.02.2020 16:15","52821","52501"
"23.02.2020 16:15 - 23.02.2020 16:30","52437","52526"
"23.02.2020 16:30 - 23.02.2020 16:45","54567","53027"
"23.02.2020 16:45 - 23.02.2020 17:00","53981","52910"
"23.02.2020 17:00 - 23.02.2020 17:15","55442","53762"
"23.02.2020 17:15 - 23.02.2020 17:30","55440","54413"
"23.02.2020 17:30 - 23.02.2020 17:45","56672","55055"
"23.02.2020 17:45 - 23.02.2020 18:00","57632","56135"
"23.02.2020 18:00 - 23.02.2020 18:15","59807","57778"
"23.02.2020 18:15 - 23.02.2020 18:30","61476","58630"
"23.02.2020 18:30 - 23.02.2020 18:45","61301","58830"
"23.02.2020 18:45 - 23.02.2020 19:00","60283","58416"
"23.02.2020 19:00 - 23.02.2020 19:15","61008","58520"
"23.02.2020 19:15 - 23.02.2020 19:30","59697","58167"
"23.02.2020 19:30 - 23.02.2020 19:45","59221","58161"
"23.02.2020 19:45 - 23.02.2020 20:00","59237","57081"
"23.02.2020 20:00 - 23.02.2020 20:15","58123","55902"
"23.02.2020 20:15 - 23.02.2020 20:30","56751","54844"
"23.02.2020 20:30 - 23.02.2020 20:45","56285","53820"
"23.02.2020 20:45 - 23.02.2020 21:00","55411","53333"
"23.02.2020 21:00 - 23.02.2020 21:15","54940","53063"
"23.02.2020 21:15 - 23.02.2020 21:30","54343","52769"
"23.02.2020 21:30 - 23.02.2020 21:45","54125","52347"
"23.02.2020 21:45 - 23.02.2020 22:00","54511","52718"
"23.02.2020 22:00 - 23.02.2020 22:15","55154","53444"
"23.02.2020 22:15 - 23.02.2020 22:30","54934","53258"
"23.02.2020 22:30 - 23.02.2020 22:45","54563","51893"
"23.02.2020 22:45 - 23.02.2020 23:00","53678","51031"
"23.02.2020 23:00 - 23.02.2020 23:15","52374","50149"
"23.02.2020 23:15 - 23.02.2020 23:30","51730","49743"
"23.02.2020 23:30 - 23.02.2020 23:45","51290","49480"
"23.02.2020 23:45 - 24.02.2020 00:00","50687","48663"
"24.02.2020 00:00 - 24.02.2020 00:15","48980","48079"
"24.02.2020 00:15 - 24.02.2020 00:30","47654","47687"
"24.02.2020 00:30 - 24.02.2020 00:45","47387","47004"
"24.02.2020 00:45 - 24.02.2020 01:00","46948","46665"
"24.02.2020 01:00 - 24.02.2020 01:15","45823","46219"
"24.02.2020 01:15 - 24.02.2020 01:30","45575","45562"
"24.02.2020 01:30 - 24.02.2020 01:45","45513","45365"
"24.02.2020 01:45 - 24.02.2020 02:00","45504","45108"
"24.02.2020 02:00 - 24.02.2020 02:15","45069","45170"
"24.02.2020 02:15 - 24.02.2020 02:30","44889","44772"
"24.02.2020 02:30 - 24.02.2020 02:45","44775","44528"
"24.02.2020 02:45 - 24.02.2020 03:00","45076","44455"
"24.02.2020 03:00 - 24.02.2020 03:15","45437","44956"
"24.02.2020 03:15 - 24.02.2020 03:30","45850","45028"
"24.02.2020 03:30 - 24.02.2020 03:45","45487","45180"
"24.02.2020 03:45 - 24.02.2020 04:00","45460","45631"
"24.02.2020 04:00 - 24.02.2020 04:15","46508","46773"
"24.02.2020 04:15 - 24.02.2020 04:30","46791","47037"
"24.02.2020 04:30 - 24.02.2020 04:45","46906","47219"
"24.02.2020 04:45 - 24.02.2020 05:00","47477","47778"
"24.02.2020 05:00 - 24.02.2020 05:15","48466","48780"
"24.02.2020 05:15 - 24.02.2020 05:30","49315","49468"
"24.02.2020 05:30 - 24.02.2020 05:45","50601","50691"
"24.02.2020 05:45 - 24.02.2020 06:00","52530","52207"
"24.02.2020 06:00 - 24.02.2020 06:15","55859","54089"
"24.02.2020 06:15 - 24.02.2020 06:30","57950","55621"
"24.02.2020 06:30 - 24.02.2020 06:45","60052","57242"
"24.02.2020 06:45 - 24.02.2020 07:00","60523","58579"
"24.02.2020 07:00 - 24.02.2020 07:15","62887","61035"
"24.02.2020 07:15 - 24.02.2020 07:30","64054","62198"
"24.02.2020 07:30 - 24.02.2020 07:45","65272","62971"
"24.02.2020 07:45 - 24.02.2020 08:00","66687","63639"
"24.02.2020 08:00 - 24.02.2020 08:15","66571","64134"
"24.02.2020 08:15 - 24.02.2020 08:30","67054","64636"
"24.02.2020 08:30 - 24.02.2020 08:45","67743","65136"
"24.02.2020 08:45 - 24.02.2020 09:00","67816","65306"
"24.02.2020 09:00 - 24.02.2020 09:15","67941","65888"
"24.02.2020 09:15 - 24.02.2020 09:30","68821","66351"
"24.02.2020 09:30 - 24.02.2020 09:45","68907","67063"
"24.02.2020 09:45 - 24.02.2020 10:00","69273","67168"
"24.02.2020 10:00 - 24.02.2020 10:15","69084","66779"
"24.02.2020 10:15 - 24.02.2020 10:30","69567","66645"
"24.02.2020 10:30 - 24.02.2020 10:45","70058","67233"
"24.02.2020 10:45 - 24.02.2020 11:00","69540","67619"
"24.02.2020 11:00 - 24.02.2020 11:15","70350","68130"
"24.02.2020 11:15 - 24.02.2020 11:30","71125","68408"
"24.02.2020 11:30 - 24.02.2020 11:45","70976","68548"
"24.02.2020 11:45 - 24.02.2020 12:00","71467","68733"
"24.02.2020 12:00 - 24.02.2020 12:15","70144","69169"
"24.02.2020 12:15 - 24.02.2020 12:30","69704","69150"
"24.02.2020 12:30 - 24.02.2020 12:45","69540","69220"
"24.02.2020 12:45 - 24.02.2020 13:00","69406","69307"
"24.02.2020 13:00 - 24.02.2020 13:15","69325","69167"
"24.02.2020 13:15 - 24.02.2020 13:30","69622","68753"
"24.02.2020 13:30 - 24.02.2020 13:45","68167","68217"
"24.02.2020 13:45 - 24.02.2020 14:00","68271","67986"
"24.02.2020 14:00 - 24.02.2020 14:15","67879","68275"
"24.02.2020 14:15 - 24.02.2020 14:30","67633","68514"
"24.02.2020 14:30 - 24.02.2020 14:45","67116","68332"
"24.02.2020 14:45 - 24.02.2020 15:00","66983","68003"
"24.02.2020 15:00 - 24.02.2020 15:15","67376","67712"
"24.02.2020 15:15 - 24.02.2020 15:30","66710","67320"
"24.02.2020 15:30 - 24.02.2020 15:45","66505","67008"
"24.02.2020 15:45 - 24.02.2020 16:00","66326","66547"
"24.02.2020 16:00 - 24.02.2020 16:15","65678","66115"
"24.02.2020 16:15 - 24.02.2020 16:30","64890","65373"
"24.02.2020 16:30 - 24.02.2020 16:45","66328","65086"
"24.02.2020 16:45 - 24.02.2020 17:00","65722","65614"
"24.02.2020 17:00 - 24.02.2020 17:15","65968","66760"
"24.02.2020 17:15 - 24.02.2020 17:30","65917","67038"
"24.02.2020 17:30 - 24.02.2020 17:45","66914","67310"
"24.02.2020 17:45 - 24.02.2020 18:00","67772","68318"
"24.02.2020 18:00 - 24.02.2020 18:15","68913","69058"
"24.02.2020 18:15 - 24.02.2020 18:30","70057","69703"
"24.02.2020 18:30 - 24.02.2020 18:45","69950","70078"
"24.02.2020 18:45 - 24.02.2020 19:00","69295","70410"
"24.02.2020 19:00 - 24.02.2020 19:15","69582","69556"
"24.02.2020 19:15 - 24.02.2020 19:30","68267","68949"
"24.02.2020 19:30 - 24.02.2020 19:45","67594","68151"
"24.02.2020 19:45 - 24.02.2020 20:00","67261","67559"
"24.02.2020 20:00 - 24.02.2020 20:15","65714","66645"
"24.02.2020 20:15 - 24.02.2020 20:30","63998","65252"
"24.02.2020 20:30 - 24.02.2020 20:45","63585","64220"
"24.02.2020 20:45 - 24.02.2020 21:00","62460","62788"
"24.02.2020 21:00 - 24.02.2020 21:15","61629","61844"
"24.02.2020 21:15 - 24.02.2020 21:30","60463","61269"
"24.02.2020 21:30 - 24.02.2020 21:45","59594","60758"
"24.02.2020 21:45 - 24.02.2020 22:00","59305","59682"
"24.02.2020 22:00 - 24.02.2020 22:15","59286","59653"
"24.02.2020 22:15 - 24.02.2020 22:30","58817","59425"
"24.02.2020 22:30 - 24.02.2020 22:45","58387","58981"
"24.02.2020 22:45 - 24.02.2020 23:00","57318","58050"
"24.02.2020 23:00 - 24.02.2020 23:15","55845","56262"
"24.02.2020 23:15 - 24.02.2020 23:30","55004","55424"
"24.02.2020 23:30 - 24.02.2020 23:45","54499","54214"
"24.02.2020 23:45 - 25.02.2020 00:00","53937","53201"
"25.02.2020 00:00 - 25.02.2020 00:15","53678","51637"
"25.02.2020 00:15 - 25.02.2020 00:30","52306","51316"
"25.02.2020 00:30 - 25.02.2020 00:45","51817","50502"
"25.02.2020 00:45 - 25.02.2020 01:00","51531","49829"
"25.02.2020 01:00 - 25.02.2020 01:15","49913","49151"
"25.02.2020 01:15 - 25.02.2020 01:30","49796","48590"
"25.02.2020 01:30 - 25.02.2020 01:45","49730","48751"
"25.02.2020 01:45 - 25.02.2020 02:00","49639","48319"
"25.02.2020 02:00 - 25.02.2020 02:15","49278","47958"
"25.02.2020 02:15 - 25.02.2020 02:30","49311","48031"
"25.02.2020 02:30 - 25.02.2020 02:45","49213","47982"
"25.02.2020 02:45 - 25.02.2020 03:00","49301","48166"
"25.02.2020 03:00 - 25.02.2020 03:15","49496","48356"
"25.02.2020 03:15 - 25.02.2020 03:30","49839","47980"
"25.02.2020 03:30 - 25.02.2020 03:45","49366","48098"
"25.02.2020 03:45 - 25.02.2020 04:00","49785","48848"
"25.02.2020 04:00 - 25.02.2020 04:15","50435","49330"
"25.02.2020 04:15 - 25.02.2020 04:30","50793","49212"
"25.02.2020 04:30 - 25.02.2020 04:45","50947","49644"
"25.02.2020 04:45 - 25.02.2020 05:00","51550","50303"
"25.02.2020 05:00 - 25.02.2020 05:15","52502","51906"
"25.02.2020 05:15 - 25.02.2020 05:30","52958","52651"
"25.02.2020 05:30 - 25.02.2020 05:45","54215","53119"
"25.02.2020 05:45 - 25.02.2020 06:00","55870","54745"
"25.02.2020 06:00 - 25.02.2020 06:15","59135","57778"
"25.02.2020 06:15 - 25.02.2020 06:30","61128","59702"
"25.02.2020 06:30 - 25.02.2020 06:45","63296","61870"
"25.02.2020 06:45 - 25.02.2020 07:00","64176","63340"
"25.02.2020 07:00 - 25.02.2020 07:15","66338","64630"
"25.02.2020 07:15 - 25.02.2020 07:30","67086","65212"
"25.02.2020 07:30 - 25.02.2020 07:45","68879","65946"
"25.02.2020 07:45 - 25.02.2020 08:00","70160","66495"
"25.02.2020 08:00 - 25.02.2020 08:15","69710","67262"
"25.02.2020 08:15 - 25.02.2020 08:30","70051","67570"
"25.02.2020 08:30 - 25.02.2020 08:45","70503","67522"
"25.02.2020 08:45 - 25.02.2020 09:00","70520","67540"
"25.02.2020 09:00 - 25.02.2020 09:15","70416","67597"
"25.02.2020 09:15 - 25.02.2020 09:30","71075","67533"
"25.02.2020 09:30 - 25.02.2020 09:45","71132","67926"
"25.02.2020 09:45 - 25.02.2020 10:00","71408","68550"
"25.02.2020 10:00 - 25.02.2020 10:15","71279","69562"
"25.02.2020 10:15 - 25.02.2020 10:30","71687","69616"
"25.02.2020 10:30 - 25.02.2020 10:45","72391","69668"
"25.02.2020 10:45 - 25.02.2020 11:00","72162","69937"
"25.02.2020 11:00 - 25.02.2020 11:15","72823","71042"
"25.02.2020 11:15 - 25.02.2020 11:30","73500","72148"
"25.02.2020 11:30 - 25.02.2020 11:45","73287","71928"
"25.02.2020 11:45 - 25.02.2020 12:00","73818","71513"
"25.02.2020 12:00 - 25.02.2020 12:15","72558","70204"
"25.02.2020 12:15 - 25.02.2020 12:30","72229","69687"
"25.02.2020 12:30 - 25.02.2020 12:45","72168","69968"
"25.02.2020 12:45 - 25.02.2020 13:00","72308","69744"
"25.02.2020 13:00 - 25.02.2020 13:15","72151","69101"
"25.02.2020 13:15 - 25.02.2020 13:30","72507","68695"
"25.02.2020 13:30 - 25.02.2020 13:45","70903","68581"
"25.02.2020 13:45 - 25.02.2020 14:00","71176","67699"
"25.02.2020 14:00 - 25.02.2020 14:15","70904","68663"
"25.02.2020 14:15 - 25.02.2020 14:30","70510","68585"
"25.02.2020 14:30 - 25.02.2020 14:45","70125","68453"
"25.02.2020 14:45 - 25.02.2020 15:00","69928","67945"
"25.02.2020 15:00 - 25.02.2020 15:15","70257","67645"
"25.02.2020 15:15 - 25.02.2020 15:30","69634","67532"
"25.02.2020 15:30 - 25.02.2020 15:45","69419","66937"
"25.02.2020 15:45 - 25.02.2020 16:00","69160","66464"
"25.02.2020 16:00 - 25.02.2020 16:15","68818","66094"
"25.02.2020 16:15 - 25.02.2020 16:30","68141","65897"
"25.02.2020 16:30 - 25.02.2020 16:45","69575","65436"
"25.02.2020 16:45 - 25.02.2020 17:00","68960","65873"
"25.02.2020 17:00 - 25.02.2020 17:15","69303","66584"
"25.02.2020 17:15 - 25.02.2020 17:30","69303","66757"
"25.02.2020 17:30 - 25.02.2020 17:45","70200","67523"
"25.02.2020 17:45 - 25.02.2020 18:00","70978","68235"
"25.02.2020 18:00 - 25.02.2020 18:15","72337","69124"
"25.02.2020 18:15 - 25.02.2020 18:30","73385","69832"
"25.02.2020 18:30 - 25.02.2020 18:45","73122","70231"
"25.02.2020 18:45 - 25.02.2020 19:00","72411","70140"
"25.02.2020 19:00 - 25.02.2020 19:15","72919","69425"
"25.02.2020 19:15 - 25.02.2020 19:30","71529","68845"
"25.02.2020 19:30 - 25.02.2020 19:45","70811","68657"
"25.02.2020 19:45 - 25.02.2020 20:00","70569","68040"
"25.02.2020 20:00 - 25.02.2020 20:15","69312","66733"
"25.02.2020 20:15 - 25.02.2020 20:30","67686","65567"
"25.02.2020 20:30 - 25.02.2020 20:45","67284","63989"
"25.02.2020 20:45 - 25.02.2020 21:00","65870","62940"
"25.02.2020 21:00 - 25.02.2020 21:15","64739","62068"
"25.02.2020 21:15 - 25.02.2020 21:30","63444","61645"
"25.02.2020 21:30 - 25.02.2020 21:45","62292","61222"
"25.02.2020 21:45 - 25.02.2020 22:00","62041","60441"
"25.02.2020 22:00 - 25.02.2020 22:15","61686","60337"
"25.02.2020 22:15 - 25.02.2020 22:30","61073","59689"
"25.02.2020 22:30 - 25.02.2020 22:45","60584","58330"
"25.02.2020 22:45 - 25.02.2020 23:00","59308","57149"
"25.02.2020 23:00 - 25.02.2020 23:15","57844","56266"
"25.02.2020 23:15 - 25.02.2020 23:30","56883","55273"
"25.02.2020 23:30 - 25.02.2020 23:45","56393","54482"
"25.02.2020 23:45 - 26.02.2020 00:00","55683","53743"
"26.02.2020 00:00 - 26.02.2020 00:15","54056","52431"
"26.02.2020 00:15 - 26.02.2020 00:30","52771","51982"
"26.02.2020 00:30 - 26.02.2020 00:45","52387","51873"
"26.02.2020 00:45 - 26.02.2020 01:00","52100","51115"
"26.02.2020 01:00 - 26.02.2020 01:15","50795","50790"
"26.02.2020 01:15 - 26.02.2020 01:30","50503","50545"
"26.02.2020 01:30 - 26.02.2020 01:45","50482","50069"
"26.02.2020 01:45 - 26.02.2020 02:00","50385","49635"
"26.02.2020 02:00 - 26.02.2020 02:15","50010","49855"
"26.02.2020 02:15 - 26.02.2020 02:30","49883","49864"
"26.02.2020 02:30 - 26.02.2020 02:45","49653","49882"
"26.02.2020 02:45 - 26.02.2020 03:00","49866","50180"
"26.02.2020 03:00 - 26.02.2020 03:15","50203","50600"
"26.02.2020 03:15 - 26.02.2020 03:30","50416","50673"
"26.02.2020 03:30 - 26.02.2020 03:45","50114","50570"
